912,Zellweger syndrome
53,Albers-Schönberg osteopetrosis
14,Abetalipoproteinemia
167,Chédiak-Higashi syndrome
207,Crouzon disease
201,Cowden syndrome
192,Coffin-Lowry syndrome
2442,X-linked lymphoproliferative disease
169808,Mild hemophilia A
169802,Severe hemophilia A
169805,Moderately severe hemophilia A
562,McCune-Albright syndrome
565,Menkes disease
474,Jeune syndrome
540,Familial hemophagocytic lymphohistiocytosis
568,"Microphthalmia, Lenz type"
564,Meckel syndrome
289,Ellis Van Creveld syndrome
258,Congenital muscular dystrophy type 1A
1646,Partial chromosome Y deletion
169464,Primary CD59 deficiency
87,Apert syndrome
169615,Idiopathic central precocious puberty
97,Familial paroxysmal ataxia
169467,Recurrent Neisseria infections due to factor D deficiency
313,Lamellar ichthyosis
169799,Mild hemophilia B
169796,Moderately severe hemophilia B
169793,Severe hemophilia B
171430,Severe congenital nemaline myopathy
171433,Intermediate nemaline myopathy
171436,Typical nemaline myopathy
171439,Childhood-onset nemaline myopathy
171445,Muscle filaminopathy
171607,X-linked spastic paraplegia type 34
2771,Bruck syndrome
171612,Autosomal dominant spastic paraplegia type 37
1349,Mitochondrial DNA-related cardiomyopathy and hearing loss
171617,Autosomal dominant spastic paraplegia type 38
171622,Autosomal recessive spastic paraplegia type 32
171629,Autosomal recessive spastic paraplegia type 35
861,Treacher-Collins syndrome
308,Unverricht-Lundborg disease
199,Cornelia de Lange syndrome
930,Idiopathic achalasia
171215,Low anorectal malformation
1727,22q11.2 microduplication syndrome
169079,Cernunnos-XLF deficiency
169100,Immunodeficiency due to CD25 deficiency
169095,Alymphoid cystic thymic dysgenesis
169082,Combined immunodeficiency due to CD3gamma deficiency
169085,Susceptibility to respiratory infections associated with CD8alpha chain mutation
168829,Primary peritoneal carcinoma
753,"46,XY disorder of sex development due to 5-alpha-reductase 2 deficiency"
868,Triose phosphate-isomerase deficiency
218,Darier disease
168796,"Heart-hand syndrome, Slovenian type"
1465,Coffin-Siris syndrome
168953,Myeloid/lymphoid neoplasm associated with FGFR1 rearrangement
168950,Myeloid/lymphoid neoplasm associated with PDGFRB rearrangement
168947,Myeloid/lymphoid neoplasm associated with PDGFRA rearrangement
168940,Chronic eosinophilic leukemia
2609,Isolated complex I deficiency
626,Large congenital melanocytic nevus
773,Refsum disease
169154,T-B+ severe combined immunodeficiency due to IL-7Ralpha deficiency
169150,Immunodeficiency due to a late component of complement deficiency
169160,T-B+ severe combined immunodeficiency due to CD3delta/CD3epsilon/CD3zeta
169157,T-B+ severe combined immunodeficiency due to CD45 deficiency
1947,"Progressive epilepsy-intellectual disability syndrome, Finnish type"
169147,Immunodeficiency due to a classical component pathway complement deficiency
169142,Recurrent infection due to specific granule deficiency
596,X-linked centronuclear myopathy
610,Bethlem myopathy
169186,Autosomal recessive centronuclear myopathy
464,Incontinentia pigmenti
169189,Autosomal dominant centronuclear myopathy
44,Neonatal adrenoleukodystrophy
56,Alkaptonuria
963,Acromegaly
1059,Blue rubber bleb nevus
22,Succinic semialdehyde dehydrogenase deficiency
29,Mevalonic aciduria
245,Nager syndrome
30,Hereditary orotic aciduria
36,Acrocallosal syndrome
915,Aarskog-Scott syndrome
2614,Nail-patella syndrome
33,Isovaleric acidemia
819,Smith-Magenis syndrome
168615,Hereditary persistence of alpha-fetoprotein
168612,Congenital deficiency in alpha-fetoprotein
1452,Cleidocranial dysplasia
168629,Autosomal thrombocytopenia with normal platelets
168624,"Familial scaphocephaly syndrome, McGillivray type"
193,Cohen syndrome
168583,Hereditary North American Indian childhood cirrhosis
1334,Chronic mucocutaneous candidiasis
168577,Hereditary cryohydrocytosis with reduced stomatin
1369,Congenital cataract-hypertrophic cardiomyopathy-mitochondrial myopathy syndrome
168593,Sudden infant death-dysgenesis of the testes syndrome
168588,Hyperandrogenism due to cortisone reductase deficiency
168601,Congenital enteropathy due to enteropeptidase deficiency
168598,Brain demyelination due to methionine adenosyltransferase deficiency
168609,Mitochondrial non-syndromic sensorineural deafness with susceptibility to aminoglycoside exposure
168606,Seborrhea-like dermatitis with psoriasiform elements
1154,Arthrogryposis-oculomotor limitation-electroretinal anomalies syndrome
168558,"46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency"
124,Blackfan-Diamond anemia
168563,"46,XY gonadal dysgenesis-motor and sensory neuropathy syndrome"
168566,Fatal mitochondrial disease due to combined oxidative phosphorylation defect type 3
168569,H syndrome
1310,Caffey disease
168572,Native American myopathy
125,Bloom syndrome
90,Argininemia
1065,Aniridia-cerebellar ataxia-intellectual disability syndrome
168448,"Spondyloepimetaphyseal dysplasia, Bieganski type"
168454,"Spondyloepimetaphyseal dysplasia, Geneviève type"
1146,Digitotalar dysmorphism
1143,Neurogenic arthrogryposis multiplex congenita
1147,Sheldon-Hall syndrome
246,Postaxial acrofacial dysostosis
1775,Dyskeratosis congenita
1764,Familial dysautonomia
235,Dubowitz syndrome
239,Dyggve-Melchior-Clausen disease
395,Homocystinuria due to methylene tetrahydrofolate reductase deficiency
147,Carbamoyl-phosphate synthetase 1 deficiency
23,Argininosuccinic aciduria
45,Adenosine monophosphate deaminase deficiency
226,Dihydropteridine reductase deficiency
1556,Cutis marmorata telangiectatica congenita
1496,Corpus callosum agenesis-neuronopathy syndrome
417,Neonatal severe primary hyperparathyroidism
2248,Hypoplastic left heart syndrome
2140,Congenital diaphragmatic hernia
2116,Hartnup disease
2118,Hawkinsinuria
351,Galactosialidosis
2020,Congenital fiber-type disproportion myopathy
2053,Freeman-Sheldon syndrome
1933,"Mitochondrial DNA depletion syndrome, encephalomyopathic form with methylmalonic aciduria"
1880,Ebstein malformation
1885,Isolated ectopia lentis
635,Neuroblastoma
2612,Linear nevus sebaceus syndrome
2635,Metatropic dysplasia
606,Proximal myotonic myopathy
705,Pendred syndrome
2801,Juvenile Paget disease
2785,Osteopetrosis with renal tubular acidosis
2744,Horizontal gaze palsy with progressive scoliosis
2746,Opsismodysplasia
2971,Peroxisomal acyl-CoA oxidase deficiency
2970,Prune belly syndrome
744,Proteus syndrome
2903,Familial spontaneous pneumothorax
2901,Neuralgic amyotrophy
718,Isolated Pierre Robin syndrome
3071,Costello syndrome
763,Pycnodysostosis
2301,Congenital short bowel syndrome
469,Hereditary fructose intolerance
2308,Jacobsen syndrome
2318,Joubert syndrome with oculorenal defect
180188,Isolated congenital breast hypoplasia/aplasia
2253,Foveal hypoplasia-presenile cataract syndrome
2300,Multiple intestinal atresia
502,Trichorhinophalangeal syndrome type 2
477,KID syndrome
2343,Isolated cloverleaf skull syndrome
2377,Laurence-Moon syndrome
2466,MASA syndrome
560,Marshall syndrome
587,Muir-Torre syndrome
570,Moebius syndrome
179494,Obesity due to leptin receptor gene deficiency
1020,Early-onset autosomal dominant Alzheimer disease
54,X-linked recessive ocular albinism
154,Familial isolated dilated cardiomyopathy
84,Fanconi anemia
816,Sjögren-Larsson syndrome
821,Sotos syndrome
3204,Stormorken-Sjaastad-Langslet syndrome
3205,Sturge-Weber syndrome
3320,Thrombocytopenia-absent radius syndrome
887,VACTERL/VATER association
909,Cerebrotendinous xanthomatosis
3447,Weaver syndrome
1422,Chondrodysplasia-disorder of sex development syndrome
178469,Autosomal dominant non-syndromic intellectual disability
178461,X-linked myopathy with postural muscle atrophy
178464,Hereditary myopathy with early respiratory failure
178396,Hemorrhagic disease due to alpha-1-antitrypsin Pittsburgh mutation
178400,Distal myopathy with anterior tibial onset
62,Autosomal recessive limb-girdle muscular dystrophy type 2D
178389,Osteopetrosis-hypogammaglobulinemia syndrome
178364,Syndromic microphthalmia type 5
715,Glycogen storage disease due to muscle phosphorylase kinase deficiency
348,"Fructose-1,6-bisphosphatase deficiency"
178377,Osteosclerosis-developmental delay-craniosynostosis syndrome
178345,Aromatase excess syndrome
178355,Smith-McCort dysplasia
178338,UV-sensitive syndrome
178342,Inflammatory myofibroblastic tumor
117,Behçet disease
178509,Perry syndrome
177926,Symptomatic form of hemophilia A in female carriers
177929,Symptomatic form of hemophilia B in female carriers
177901,Prader-Willi syndrome due to paternal deletion of 15q11q13 type 1
423,Malignant hyperthermia of anesthesia
177904,Prader-Willi syndrome due to paternal deletion of 15q11q13 type 2
177907,Prader-Willi syndrome due to translocation
177910,Prader-Willi syndrome due to imprinting mutation
388,Hirschsprung disease
178333,Åland Islands eye disease
760,Purine nucleoside phosphorylase deficiency
178330,Heinz body anemia
270,Oculopharyngeal muscular dystrophy
244,Primary ciliary dyskinesia
178307,Reticulate acropigmentation of Kitamura
805,Tuberous sclerosis complex
178145,Moderate multiminicore disease with hand involvement
791,Retinitis pigmentosa
2131,Alternating hemiplegia of childhood
713,Glycogen storage disease due to phosphoglycerate kinase 1 deficiency
57,Glycogen storage disease due to aldolase A deficiency
2334,Autosomal dominant keratitis
46,Adenylosuccinate lyase deficiency
3166,Sialuria
2882,Sitosterolemia
900,Granulomatosis with polyangiitis
171695,Parkinsonian-pyramidal syndrome
134,Beta-ketothiolase deficiency
171700,Diffuse panbronchiolitis
171703,Microcephaly-polymicrogyria-corpus callosum agenesis syndrome
171706,Short stature-delayed bone age due to thyroid hormone metabolism deficiency
171709,Male infertility due to globozoospermia
171714,Amish infantile epilepsy syndrome
171723,White sponge nevus
171680,Lissencephaly due to TUBA1A mutation
171690,Metabolic myopathy due to lactate transporter defect
171863,Autosomal dominant spastic paraplegia type 42
171871,Renal pseudohypoaldosteronism type 1
171866,"Spondyloepimetaphyseal dysplasia, aggrecan type"
171881,Cap myopathy
2512,Autosomal recessive primary microcephaly
171876,Generalized pseudohypoaldosteronism type 1
797,Sarcoidosis
171829,6q16 deletion syndrome
171851,MEDNIK syndrome
171848,Polyneuropathy-hearing loss-ataxia-retinitis pigmentosa-cataract syndrome
3303,Tetralogy of Fallot
200418,Immunodeficiency with factor I anomaly
730,Autosomal dominant polycystic kidney disease
200421,Immunodeficiency with factor H anomaly
486,Autosomal dominant severe congenital neutropenia
98,Autosomal recessive spastic ataxia of Charlevoix-Saguenay
330,Congenital factor XII deficiency
199340,"Muscular dystrophy, Selcen type"
199337,Pancreatic insufficiency-anemia-hyperostosis syndrome
234,Dubin-Johnson syndrome
199348,Thiamine-responsive encephalopathy
3287,Takayasu arteritis
199343,EAST syndrome
199326,"Isolated autosomal dominant hypomagnesemia, Glaudemans type"
199332,Endocrine-cerebro-osteodysplasia syndrome
2665,Congenital mesoblastic nephroma
199329,"Congenital myopathy, Paradas type"
3463,Wolfram syndrome
199354,CARASIL
356,Gerstmann-Straussler-Scheinker syndrome
199351,Adult-onset dystonia-parkinsonism
466,Fatal familial insomnia
199285,Hereditary hypercarotenemia and vitamin A deficiency
2102,GTP cyclohydrolase I deficiency
3002,Immune thrombocytopenic purpura
199318,15q13.3 microdeletion syndrome
274,Bernard-Soulier syndrome
199302,Isolated cleft lip
1195,Congenital atransferrinemia
199306,Cleft lip/palate
926,Acatalasemia
199296,Congenital isolated ACTH deficiency
1675,Dihydropyrimidine dehydrogenase deficiency
976,Adenine phosphoribosyltransferase deficiency
189427,Cushing syndrome due to macronodular adrenal hyperplasia
3129,Sarcosinemia
415,Hyperornithinemia-hyperammonemia-homocitrullinuria syndrome
13,6-pyruvoyl-tetrahydropterin synthase deficiency
171,Primary sclerosing cholangitis
199247,Corticosteroid-binding globulin deficiency
199241,Pulmonary capillary hemangiomatosis
17,Fatal infantile lactic acidosis with methylmalonic aciduria
189466,Familial isolated hypoparathyroidism due to impaired PTH secretion
189439,Primary pigmented nodular adrenocortical disease
3006,Pyridoxine-dependent epilepsy
3111,Rotor syndrome
2382,Lennox-Gastaut syndrome
1934,Early infantile epileptic encephalopathy
1942,Myoclonic-astastic epilepsy
1935,Early myoclonic encephalopathy
3451,West syndrome
267,Autosomal recessive limb-girdle muscular dystrophy type 2A
186,Primary biliary cholangitis
1136,Arnold-Chiari malformation type II
397,Giant cell arteritis
2398,Multiple symmetric lipomatosis
131,Budd-Chiari syndrome
654,Nephroblastoma
2587,Myeloperoxidase deficiency
3389,Tuberculosis
2897,Pityriasis rubra pilaris
183707,Neutrophil immunodeficiency syndrome
2312,Transient familial neonatal hyperbilirubinemia
2314,Autosomal dominant hyper-IgE syndrome
183678,Hermansky-Pudlak syndrome with neutropenia
183675,Recurrent infections associated with rare immunoglobulin isotypes deficiency
2177,Hydranencephaly
183713,Pyogenic bacterial infections due to MyD88 deficiency
2380,Legg-Calvé-Perthes disease
897,Waardenburg-Shah syndrome
808,Seckel syndrome
3027,Caudal regression sequence
676,Hereditary chronic pancreatitis
643,Giant axonal neuropathy
634,Netherton syndrome
140,Campomelic dysplasia
2828,Young-onset Parkinson disease
642,Hereditary sensory and autonomic neuropathy type 4
627,Nance-Horan syndrome
638,Neurofibromatosis-Noonan syndrome
326,Congenital factor V deficiency
526,Liddle syndrome
215,Congenital stationary night blindness
342,Familial Mediterranean fever
180,Choroideremia
327,Congenital factor VII deficiency
373,Simpson-Golabi-Behmel syndrome
403,Familial hyperaldosteronism type I
146,Differentiated thyroid carcinoma
1331,Familial prostate cancer
847,Alpha-thalassemia-X-linked intellectual disability syndrome
2268,ICF syndrome
475,Joubert syndrome
392,Holt-Oram syndrome
86,Familial abdominal aortic aneurysm
243,"46,XX gonadal dysgenesis"
136,CADASIL
48,Congenital bilateral absence of vas deferens
528,Berardinelli-Seip congenital lipodystrophy
275,Severe combined immunodeficiency due to DCLRE1C deficiency
184,Cherubism
71,Chylomicron retention disease
1949,Benign familial neonatal epilepsy
189,Hidrotic ectodermal dysplasia
1473,Uveal coloboma-cleft lip and palate-intellectual disability
1344,Atrial standstill
182050,MYH9-related disease
3103,Roberts syndrome
709,Peters plus syndrome
776,X-linked intellectual disability with marfanoid habitus
902,Werner syndrome
888,Van der Woude syndrome
871,Familial progressive cardiac conduction defect
1587,Monosomy 13q14
1627,Deletion 5q35
500,Noonan syndrome with multiple lentigines
233,Duane retraction syndrome
569,Familial or sporadic hemiplegic migraine
240,Léri-Weill dyschondrosteosis
2311,Autosomal recessive spondylocostal dysostosis
358,Gitelman syndrome
242,"46,XY complete gonadal dysgenesis"
2052,Fraser syndrome
1358,Carey-Fineman-Ziter  syndrome
111,Barth syndrome
1308,C syndrome
150,Nasopharyngeal carcinoma
133,Chronic beryllium disease
1552,Currarino syndrome
2615,Nakajo-Nishimura syndrome
624,Familial multiple nevi flammei
3000,Familial male-limited precocious puberty
920,Ablepharon macrostomia syndrome
7,3C syndrome
931,Acheiropodia
869,Triple A syndrome
2297,Insulin-resistance syndrome type A
921,Abruzzo-Erickson syndrome
31,Oxoglutaric aciduria
37,Acrodermatitis enteropathica
950,Acrodysostosis
955,Acroosteolysis dominant type
952,"Acrofacial dysostosis, Weyers type"
1713,17p11.2 microduplication syndrome
1762,Trisomy Xq28
1878,Autosomal recessive limb-girdle muscular dystrophy type 2H
1946,Amelocerebrohypohidrotic syndrome
2604,Familial visceral myopathy
156,Carnitine palmitoyl transferase 1A deficiency
2598,Mitochondrial myopathy and sideroblastic anemia
1071,Ankyloblepharon-ectodermal defects-cleft lip/palate syndrome
1053,Vein of Galen aneurysmal malformation
1052,Mosaic variegated aneuploidy syndrome
1040,Metaphyseal anadysplasia
1106,Microphthalmia with limb anomalies
83,Antley-Bixler syndrome
990,Agnathia-holoprosencephaly-situs inversus syndrome
994,Fetal akinesia deformation sequence
51,Aicardi-Goutières syndrome
978,ADULT syndrome
970,Hereditary sensory and autonomic neuropathy type 2
40,"Acromesomelic dysplasia, Maroteaux type"
969,Acromicric dysplasia
974,Adams-Oliver syndrome
972,Hereditary continuous muscle fiber activity
959,Acro-renal-ocular syndrome
968,"Acromesomelic dysplasia, Hunter-Thompson type"
965,Acromegaloid facial appearance syndrome
966,Hypertrichosis-acromegaloid facial appearance syndrome
1031,Enamel-renal syndrome
64,Alström syndrome
139396,X-linked cerebral adrenoleukodystrophy
139399,Adrenomyeloneuropathy
139406,Encephalopathy due to prosaposin deficiency
701,Alopecia universalis
1010,Autosomal dominant palmoplantar keratoderma and congenital alopecia
1001,2q37 microdeletion syndrome
59,Allan-Herndon-Dudley syndrome
127,Borjeson-Forssman-Lehmann syndrome
1263,Boomerang dysplasia
1234,Bartsocas-Papas syndrome
1231,Barber-Say syndrome
1229,Congenital intrauterine infection-like syndrome
109,Bannayan-Riley-Ruvalcaba syndrome
115,Congenital contractural arachnodactyly
137625,Glycogen storage disease due to muscle and heart glycogen synthase deficiency
137608,Segmental outgrowth-lipomatosis-arteriovenous malformation-epidermal nevus syndrome
1299,Branchioskeletogenital syndrome
1300,Autosomal dominant popliteal pterygium syndrome
137667,Capillary malformation-arteriovenous malformation
137634,Overgrowth-macrocephaly-facial dysmorphism syndrome
1297,Branchio-oculo-facial syndrome
137639,Hypomyelinating leukodystrophy-ataxia-hypodontia-hypomyelination syndrome
1276,Brachydactyly-arterial hypertension syndrome
1275,Brachydactyly-elbow wrist dysplasia syndrome
1270,Bowen-Conradi syndrome
137605,Legius syndrome
1168,Ataxia-oculomotor apraxia type 1
137834,Frank-Ter Haar syndrome
137831,X-linked intellectual disability-cerebellar hypoplasia syndrome
1170,Autosomal recessive cerebelloparenchymal disorder type 3
1175,X-linked progressive cerebellar ataxia
1180,Ataxia-hypogonadism-choroidal dystrophy syndrome
1173,Cerebellar ataxia-hypogonadism syndrome
137681,Hepatoencephalopathy due to combined oxidative phosphorylation defect type 1
137675,Histiocytoid cardiomyopathy
137678,"Czech dysplasia, metatarsal type"
1145,Infantile-onset X-linked spinal muscular atrophy
137754,Neurological conditions associated with aminoacylase 1 deficiency
137776,Lethal congenital contracture syndrome type 2
1149,Kuskokwim syndrome
1159,Progressive pseudorheumatoid arthropathy of childhood
137783,Lethal congenital contracture syndrome type 3
1215,Autosomal dominant optic atrophy plus syndrome
1216,Autosomal dominant congenital benign spinal muscular atrophy
1225,Baller-Gerold syndrome
1226,Bamforth-Lazarus syndrome
137888,Auriculocondylar syndrome
137893,Male infertility due to large-headed multiflagellar polyploid spermatozoa
1186,Infantile onset spinocerebellar ataxia
137898,Leukoencephalopathy with brain stem and spinal cord involvement-high lactate syndrome
137902,Isolated optic nerve hypoplasia/aplasia
1187,Lethal ataxia with deafness and optic atrophy
137908,Hypotonia with lactic acidemia and hyperammonemia
1190,Atelosteogenesis type I
1200,Choanal atresia-hearing loss-cardiac defects-craniofacial dysmorphism syndrome
141258,Tessier number 4 facial cleft
1458,CODAS syndrome
1454,Joubert syndrome with hepatic defect
190,Coats disease
1429,Benign hereditary chorea
1426,Greenberg dysplasia
1427,Otospondylomegaepiphyseal dysplasia
1490,Corneal dystrophy-perceptive deafness syndrome
155878,Submucosal cleft palate
1486,Lethal congenital contracture syndrome type 1
141276,Tessier number 7 facial cleft
1466,COFS syndrome
141291,Cleft lip and alveolus
1410,Uncombable hair syndrome
1412,Tarsal-carpal coalition syndrome
1416,Familial calcium pyrophosphate deposition
1394,Cerebrofaciothoracic dysplasia
141074,External auditory canal aplasia/hypoplasia
174,"Metaphyseal chondrodysplasia, Schmid type"
1425,Desbuquois syndrome
156728,"Spondyloepimetaphyseal dysplasia, matrilin-3 type"
163,Hereditary hyperferritinemia-cataract syndrome
1393,Cerebrocostomandibular syndrome
157820,Cold-induced sweating syndrome
157798,Hyperplastic polyposis syndrome
157801,Mesoaxial synostotic syndactyly with phalangeal reduction
1388,Catel-Manzke syndrome
157791,Epithelioid hemangioendothelioma
1387,Cataract-intellectual disability-hypogonadism syndrome
157794,Hereditary mixed polyposis syndrome
157769,Situs ambiguus
157716,Late infantile CACH syndrome
157719,Juvenile or adult CACH syndrome
157713,Congenital or early infantile CACH syndrome
157215,Hereditary hypophosphatemic rickets with hypercalciuria
1377,Cataract-microcornea syndrome
1328,Camurati-Engelmann disease
1338,Heart defect-tongue hamartoma-polysyndactyly syndrome
1340,Cardiofaciocutaneous syndrome
2856,Persistent Müllerian duct syndrome
1766,Dysequilibrium syndrome
1777,Temtamy syndrome
1772,"45,X/46,XY mixed gonadal dysgenesis"
1782,Dysosteosclerosis
1788,"Acrofacial dysostosis, Rodríguez type"
139441,Hypomyelination with atrophy of basal ganglia and cerebellum
859,Transcobalamin deficiency
1573,Hypotrichosis with juvenile macular degeneration
726,Alpers-Huttenlocher syndrome
139455,Autosomal recessive bestrophinopathy
139466,SERKAL syndrome
1596,Distal monosomy 15q
139471,Microphthalmia with brain and digit anomalies
139474,17q11.2 microduplication syndrome
1617,2q24 microdeletion syndrome
139480,Autosomal recessive spastic paraplegia type 39
1606,1p36 deletion syndrome
139485,Autosomal recessive ataxia due to ubiquinone deficiency
139491,Hemochromatosis type 4
139515,Charcot-Marie-Tooth disease type 4J
139512,Neuropathy with hearing impairment
139525,Distal hereditary motor neuropathy type 2
1658,Absence of fingerprints-congenital milia syndrome
139536,Distal hereditary motor neuropathy type 5
139557,X-linked distal spinal muscular atrophy type 3
1662,Restrictive dermopathy
139552,"Distal hereditary motor neuropathy, Jerash type"
139583,X-linked hereditary sensory and autonomic neuropathy with deafness
1667,Wolcott-Rallison syndrome
139578,Mutilating hereditary sensory neuropathy with spastic paraplegia
139589,Distal hereditary motor neuropathy type 7
140917,Stapes ankylosis with broad thumbs and toes
140922,Autosomal recessive limb-girdle muscular dystrophy type 2J
1545,Crisponi syndrome
140905,Hyperlipidemia due to hepatic triacylglycerol lipase deficiency
1540,Jackson-Weiss syndrome
140908,Brachydactyly type B2
140952,Syndactyly-telecanthus-anogenital and renal malformations syndrome
140957,Autosomal dominant macrothrombocytopenia
140944,CLOVES syndrome
1555,Cutis gyrata-acanthosis nigricans-craniosynostosis syndrome
140941,Short stature due to primary acid-labile subunit deficiency
140927,Benign familial neonatal-infantile seizures
1553,Curry-Jones syndrome
140969,Saldino-Mainzer syndrome
140966,"Palmoplantar keratoderma, Nagashima type"
140963,Bilateral microtia-deafness-cleft palate syndrome
382,Guanidinoacetate methyltransferase deficiency
742,Prolidase deficiency
1571,Knobloch syndrome
1568,X-linked intellectual disability-Dandy-Walker malformation-basal ganglia disease-seizures syndrome
1497,X-linked complicated corpus callosum dysgenesis
140436,Primary intraosseous venous malformation
1493,Vici syndrome
1509,Coxopodopatellar syndrome
1507,Autosomal recessive Robinow syndrome
1517,"Hypertrichotic osteochondrodysplasia, Cantu type"
1519,"Hypertelorism, Teebi type"
1520,Craniofrontonasal dysplasia
1513,Craniodiaphyseal dysplasia
140481,Autosomal dominant slowed nerve conduction velocity
1515,Cranioectodermal dysplasia
1529,Craniofacial-deafness-hand syndrome
1522,Craniometaphyseal dysplasia
1525,Cranio-osteoarthropathy
1824,Lowry-Wood syndrome
1955,Spinocerebellar ataxia type 34
1956,Erythromelalgia
2209,Maternal phenylketonuria
1896,EEC syndrome
1897,EEM syndrome
1807,Focal facial dermal dysplasia type III
1873,Jalili syndrome
1879,Melorheostosis with osteopoikilosis
1872,Cone rod dystrophy
1871,Progressive cone dystrophy
1860,Thanatophoric dysplasia type 1
1865,"Dyssegmental dysplasia, Silverman-Handmaker type"
